year,decade_code,title,director,writer,plot,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,metascore,imdb_rating,awards
2002,2,Whale Rider,Niki Caro,"Niki Caro, Witi Ihimaera (book)","A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.",ok,4300000,20779666,39892476,5569271,26913392,51667906,79,7.7,Nominated for 1 Oscar. Another 29 wins & 28 nominations.
2002,2,White Oleander,Peter Kosminsky,"Janet Fitch (novel), Mary Agnes Donoghue (screenplay)",A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,ok,16000000,16357770,21657770,20722867,21186244,28050694,61,7.2,3 wins & 6 nominations.
2002,2,xXx,Rob Cohen,Rich Wilkes,Xander Cage is an extreme sports athelete recruited by the government on a special mission.,notalk,70000000,141930000,267200000,90662545,183824786,346071886,48,5.8,4 wins & 12 nominations.
2001,2,A Beautiful Mind,Ron Howard,"Akiva Goldsman, Sylvia Nasar (book)","After a brilliant but asocial mathematician accepts secret work in cryptography, his life takes a turn for the nightmarish.",notalk,78000000,170708996,317668058,102635985,224626742,418002230,72,8.2,Won 4 Oscars. Another 28 wins & 51 nominations.
2001,2,A Knight&#39;s Tale,NA,NA,NA,men,41000000,56083966,100622586,53949684,73797860,132403823,NA,NA,NA
2001,2,Along Came A Spider,NA,NA,NA,ok,28000000,74058698,105159085,36843687,97449838,138373157,NA,NA,NA
2001,2,American Outlaws,Les Mayfield,"Roderick Taylor (story), Roderick Taylor (screenplay), John Rogers (screenplay)","When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is ...",notalk,35000000,13264986,13264986,46054609,17454678,17454678,25,5.9,7 nominations.
2001,2,Antitrust,Peter Howitt,Howard Franklin,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,men,30000000,10965209,17865209,39475379,14428526,23507863,31,6.1,2 wins & 3 nominations.
2001,2,Artificial Intelligence: AI,NA,NA,NA,notalk,90000000,78616689,235900000,118426136,103447452,310408061,NA,NA,NA
2001,2,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise","Tab Murphy (screenplay), Kirk Wise (story), Gary Trousdale (story), Joss Whedon (story), Bryce Zabel (story), Jackie Zabel (story), Tab Murphy (story), David Reynolds (additional screenplay material)",A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,notalk,90000000,84052762,186049020,118426136,110600487,244811851,52,6.7,1 win & 12 nominations.
2001,2,Black Hawk Down,Ridley Scott,"Mark Bowden (book), Ken Nolan (screenplay)",123 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,nowomen,95000000,108638745,159691085,125005366,142951853,210128869,74,7.7,Won 2 Oscars. Another 8 wins & 28 nominations.
2001,2,Blow,Ted Demme,"Bruce Porter (book), David McKenna (screenplay), Nick Cassavetes (screenplay)","The story of George Jung, the man who established the American cocaine market in the 1970s.",notalk,30000000,52990775,83282296,39475379,69727697,109586673,52,7.6,1 win & 5 nominations.
2001,2,Bridget Jones&#39;s Diary,NA,NA,NA,ok,25000000,71500556,281527158,32896149,94083718,370446373,NA,NA,NA
2001,2,Don&#39;t Say A Word,NA,NA,NA,ok,50000000,54997476,104488383,65792298,72368206,137490616,NA,NA,NA
2001,2,Donnie Darko,Richard Kelly,Richard Kelly,"A troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes, after narrowly escaping a bizarre accident.",dubious,4500000,1270522,7696529,5921307,1671811,10127447,71,8.1,11 wins & 12 nominations.
2001,2,Dr. Dolittle 2,Steve Carr,"Hugh Lofting (Doctor Dolittle stories), Larry Levin",Dolittle must save a forest and a bear's life.,ok,72000000,112950721,176101721,94740909,148625750,231722738,49,4.6,2 wins & 6 nominations.
2001,2,Evolution,Ivan Reitman,"Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)","A firefighting cadet, two college professors, and a geeky-but-sexy government scientist work against an alien organism that has been rapidly evolving ever since its arrival on Earth inside a meteor.",ok,80000000,38311134,98341932,105267677,50411551,129402834,40,6,N/A
2001,2,From Hell,"Albert Hughes, Allen Hughes","Alan Moore (graphic novel), Eddie Campbell (graphic novel), Terry Hayes (screenplay), Rafael Yglesias (screenplay)","In Victorian Era London, a troubled clairvoyant police detective investigates the murders by Jack The Ripper.",dubious,35000000,31598308,68712365,46054609,41578506,90414888,54,6.9,8 nominations.
2001,2,Ghost World,Terry Zwigoff,"Daniel Clowes (comic book), Daniel Clowes, Terry Zwigoff","With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.",ok,5500000,6217849,8761608,7237153,8181731,11528926,88,7.5,Nominated for 1 Oscar. Another 35 wins & 31 nominations.
2001,2,Gosford Park,Robert Altman,"Robert Altman (idea), Julian Fellowes, Bob Balaban (idea)","Multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in England.",ok,18000000,41300105,41300105,23685227,54344576,54344576,90,7.3,Won 1 Oscar. Another 34 wins & 51 nominations.
2001,2,Hannibal,Ridley Scott,"Thomas Harris (novel), David Mamet (screenplay), Steven Zaillian (screenplay)",Hannibal returns to America and attempts to make contact with disgraced Agent Starling and survive a vengeful victim's plan.,ok,87000000,165092266,350100280,114478598,217235991,460678038,57,6.7,5 wins & 14 nominations.
2001,2,Harry Potter and the Sorcerer&#39;s Stone,NA,NA,NA,ok,125000000,317575550,974755371,164480745,417880504,1282627914,NA,NA,NA
2001,2,Hedwig and the Angry Inch,John Cameron Mitchell,"John Cameron Mitchell (book), Stephen Trask (book), John Cameron Mitchell (screenplay)",A transexual punk rock girl from East Berlin tours the US with her rock band as she tells her life story and follows the ex-boyfriend/bandmate who stole her songs.,ok,6000000,3067312,3643900,7895076,4036110,4794811,85,7.8,Nominated for 1 Golden Globe. Another 28 wins & 28 nominations.
2001,2,High Heels and Low Lifes,Mel Smith,"Kim Fuller (story), Georgia Pritchett (story), Kim Fuller (screenplay)",A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,ok,10000000,226792,226792,13158460,298423,298423,39,6.2,1 nomination.
2001,2,Impostor,Gary Fleder,"Philip K. Dick (short story ""The Impostor""), Scott Rosenberg (adaptation), Caroline Case (screenplay), Ehren Kruger (screenplay), David Twohy (screenplay)","In the future, an alien race uses androids as bombs to attack Earth. A government weapons specialist is accused of being one such android and sets out to prove his innocence.",nowomen,40000000,6114237,6114237,52633838,8045394,8045394,33,6.2,1 nomination.
2001,2,Jason X,James Isaac,"Victor Miller (characters), Todd Farmer","Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",ok,14000000,13121555,16951798,18421843,17265945,22305955,25,4.3,1 nomination.
2001,2,Jay and Silent Bob Strike Back,Kevin Smith,"Kevin Smith (characters), Kevin Smith","The comic 'Bluntman and Chronic' is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation they set out to wreck the movie.",ok,22000000,30059386,33762400,28948611,39553522,44426118,51,6.9,1 nomination.
2001,2,Jeepers Creepers,Victor Salva,Victor Salva,A brother and sister driving home for spring break encounter a flesh-eating creature in the isolated countryside that is on the last day of its ritualistic eating spree.,ok,10000000,37904175,58939035,13158460,49876055,77554691,49,6,1 win & 4 nominations.
2001,2,Josie and the Pussycats,"Harry Elfont, Deborah Kaplan","Deborah Kaplan, Harry Elfont, Richard Goldwater (characters), Dan DeCarlo (characters), John L. Goldwater (characters)",A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music in this send up of the music industry and pop culture.,ok,22000000,14252830,14252830,28948611,18754529,18754529,47,5.3,5 nominations.
2001,2,Kate &amp; Leopold,NA,NA,NA,men,48000000,47095453,70937778,63160606,61970361,93343188,NA,NA,NA
2001,2,Kiss of the Dragon,Chris Nahon,"Jet Li (story), Luc Besson (screenplay), Robert Mark Kamen (screenplay)",A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,notalk,25000000,36833473,36833473,32896149,48467177,48467177,58,6.6,N/A
2001,2,Kissing Jessica Stein,Charles Herman-Wurmfeld,"Heather Juergensen, Jennifer Westfeldt",A woman searching for the perfect man instead discovers the perfect woman.,ok,1500000,7025722,8831884,1973769,9244768,11621399,72,6.7,8 wins & 3 nominations.
2001,2,L.I.E.,Michael Cuesta,"Stephen M. Ryder, Michael Cuesta, Gerald Cuesta","A 15-year-old Long Island boy loses everything and everyone he knows, soon becoming involved in a relationship with a much older man.",notalk,700000,1140965,1140965,921092,1501334,1501334,73,7.3,22 wins & 16 nominations.
2001,2,Lara Croft: Tomb Raider,Simon West,"Sara B. Cooper (story), Mike Werb (story), Michael Colleary (story), Simon West (adaptation), Patrick Massett (screenplay), John Zinman (screenplay)",Video game adventuress Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,nowomen,94000000,131144183,274644183,123689520,172565543,361389438,33,5.7,3 wins & 12 nominations.
2001,2,Legally Blonde,Robert Luketic,"Amanda Brown (novel), Karen McCullah (screenplay), Kirsten Smith (screenplay)","When a blonde sorority queen is dumped by her boyfriend, she decides to follow him to law school to get him back and, once there, learns she has more legal savvy than she ever imagined.",ok,18000000,96493426,141809235,23685227,126970485,186599109,59,6.2,Nominated for 2 Golden Globes. Another 6 wins & 9 nominations.
2001,2,Lovely and Amazing,NA,NA,NA,ok,250000,4210379,4695781,328961,5540210,6178924,NA,NA,NA
2001,2,Monkeybone,Henry Selick,"Kaja Blackley (graphic novel ""Dark Town""), Sam Hamm","In a coma, a cartoonist finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone.",dubious,75000000,5409517,5409517,98688447,7118091,7118091,40,4.7,2 nominations.
2001,2,Monsoon Wedding,Mira Nair,Sabrina Dhawan,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",ok,1200000,13876974,27025600,1579015,18259960,35561527,77,7.4,Nominated for 1 Golden Globe. Another 6 wins & 10 nominations.
2001,2,"Monsters, Inc.","Pete Docter, David Silverman, Lee Unkrich","Pete Docter (original story by), Jill Culton (original story by), Jeff Pidgeon (original story by), Ralph Eggleston (original story by), Andrew Stanton (screenplay), Daniel Gerson (screenplay), Robert L. Baird (additional screenplay material), Rhett Reese (additional screenplay material), Jonathan Roberts (additional screenplay material)","Monsters generate their city's power by scaring children, but they are terribly afraid themselves of being contaminated by children, so when one enters Monstropolis, top scarer Sulley finds his world disrupted.",notalk,115000000,289423425,559757719,151322285,380836644,736554932,78,8.1,Won 1 Oscar. Another 14 wins & 31 nominations.
2001,2,Moulin Rouge!,Baz Luhrmann,"Baz Luhrmann, Craig Pearce","A poet falls for a beautiful courtesan whom a jealous duke covets in this stylish musical, with music drawn from familiar 20th century sources.",ok,53000000,57386369,179213196,69739836,75511622,235816959,66,7.7,Won 2 Oscars. Another 74 wins & 82 nominations.
2001,2,Mulholland Dr.,NA,NA,NA,ok,15000000,7219578,11919578,19737689,9499853,15684329,NA,NA,NA
2001,2,Nowhere in Africa,Caroline Link,"Caroline Link, Stefanie Zweig (novel)",A German Jewish refugee family moves to and adjusts to a farm life in 1930's Kenya.,ok,6500000,6173485,6173485,8552999,8123355,8123355,72,7.7,Won 1 Oscar. Another 17 wins & 6 nominations.
2001,2,Ocean&#39;s Eleven,NA,NA,NA,notalk,85000000,183417150,450728529,111846906,241348715,593089313,NA,NA,NA
2001,2,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",Marc Hyman,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",dubious,70000000,13596911,13596911,92109217,17891440,17891440,57,6.2,1 win & 7 nominations.
2001,2,Pearl Harbor,Michael Bay,Randall Wallace,"Pearl Harbor follows the story of two best friends, Rafe and Danny, and their love lives as they go off to join the war.",men,151500000,198539855,449239855,199350663,261247866,591130447,44,5.9,Won 1 Oscar. Another 10 wins & 35 nominations.
2001,2,Save the Last Dance,Thomas Carter,"Duane Adler (story), Duane Adler (screenplay), Cheryl Edwards (screenplay)","A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",ok,13000000,91038276,131638276,17105997,119792347,173215693,53,6.1,6 wins & 7 nominations.
